Id,Location,Latitude,Longitude,Fatalities
10825,Mushaani,1.7774,44.65912,10
10826,Mushara,-4.4247,29.6636,0
10827,Mushin,6.52626,3.35714,1
10828,Mushin,6.526262,3.357141,0
10829,Musigati,-3.0671,29.4595,1
10830,Musigati,-3.0671,29.4595,1
10831,Musigati,-3.067,29.4623,0
10832,Musindi,-0.36133,29.14943,0
10833,Musoma,-7.82016,29.41361,6
10834,Musongati,-3.7269,30.095,0
10835,Musongati,-3.7269,30.095,1
10836,Mussa Dutse,10.729773,13.135114,0
10837,Mutabi,-8.58682,28.528868,0
10838,Mutabi,-8.58682,28.52887,2
10839,Mutakura,-3.3405,29.3649,0
10840,Mutale,-22.46972,30.87533,0
10841,Mutanda,-0.96552,29.11678,6
10842,Mutanda,-0.96552,29.11678,25
10843,Mutanda,-0.965519,29.116775,0
10844,Mutanda,-0.965519,29.116775,5
10845,Mutanga,-3.3784,29.3881,0
10846,Mutanga,-3.3784,29.3881,0
10847,Mutanga,-3.3784,29.3881,1
10848,Mutare,-18.9666,32.6667,0
10849,Mutare,-18.9666,32.6667,0
10850,Mutare,-18.9666,32.6667,0
10851,Mutare,-18.9666,32.6667,0
10852,Mutare,-18.9666,32.6667,0
10853,Mutare,-18.9666,32.6667,1
10854,Muteta,-8.35999,28.9248,6
10855,Muthaiga,-1.25,36.83333,0
10856,Mutimbuzi,-3.3181,29.3654,0
10857,Mutobo,-4.1111,29.9018,0
10858,Mutobo,-4.1111,29.9018,0
10859,Mutongo,-1.348833,28.092191,0
10860,Mutum Biyu,8.63333,10.76667,1
10861,Mutumba,-6.68333,21.1,5
10862,Mutumba,-3.0447,30.0881,0
10863,Mutwazi,-4.3168,29.7409,0
10864,Muuri,2.03437,45.02443,2
10865,Muuri,2.61328,44.88883,0
10866,Muuri,2.613281,44.88883,0
10867,Muuri,2.613281,44.88883,0
10868,Muuri,2.613281,44.88883,0
10869,Muuri,2.613281,44.88883,2
10870,Muyange,-3.4943,30.4943,2
10871,Muyange,-3.36759,30.12338,2
10872,Muyange,-3.0533,30.1316,0
10873,Muyinga,-2.8451,30.3414,0
10874,Muyinga,-2.8451,30.3414,0
10875,Muyinga,-2.8451,30.3414,0
10876,Muyira,-3.4022,29.4011,3
10877,Muyuka,4.2898,9.4103,1
10878,Muzbat,15.259483,24.228927,0
10879,Muzbat,15.259483,24.228927,100
10880,Muzinda,-3.2617,29.4206,0
10881,Muzinda,-3.2617,29.4206,0
10882,Muzinda,-3.2617,29.4206,0
10883,Muzinda,-3.2617,29.4206,0
10884,Muzinda,-3.2617,29.4206,1
10885,Muzine,11.9061,14.24848,61
10886,Muzye,-3.9683,30.1122,0
10887,Mvolo,6.058096,29.936675,0
10888,Mvolo,6.058096,29.936675,1
10889,Mvolo,6.058096,29.936675,2
10890,Mvolo,6.058096,29.936675,7
10891,Mvolo,6.0581,29.93668,0
10892,Mvolo,6.0581,29.93668,0
10893,Mvolo,6.0581,29.93668,0
10894,Mvolo,6.0581,29.93668,10
10895,Mvurwi,-17.0333,30.85,0
10896,Mwakiro,-3.13455,30.30879,0
10897,Mwakiro,-3.13455,30.30879,1
10898,Mwakiro,-3.13455,30.30879,2
10899,Mwana-Mbuyi,-6.91667,24.08333,0
10900,Mwana-Mbuyi,-6.91667,24.08333,0
10901,Mwanza I,-7.166861,29.214694,0
10902,Mwaro,-3.51128,29.70334,0
10903,Mwaro,-3.51128,29.70334,0
10904,Mwaro,-3.51128,29.70334,0
10905,Mwatate,-3.49947,38.37624,0
10906,Mwatate,-3.49947,38.37624,0
10907,Mweka,-4.85,21.56667,0
10908,Mwendo,-2.6476,30.007,0
10909,Mwene Ditu,-7,23.45,0
10910,Mwene Ditu,-7,23.45,1
10911,Mwene Ditu,-7,23.45,2
10912,Mwene Ditu,-7,23.45,20
10913,Mwene-Ditu,-7.05,23.45,0
10914,Mwenya,-2.5764,30.1526,1
10915,Mweso,-1.11667,29.03333,1
10916,Mweso,-1.11667,29.03333,2
10917,Mwingi,-0.9333,38.0667,0
10918,Mwingi,-0.9333,38.0667,0
10919,Mwumba,-2.8589,29.7879,0
10920,Mwumba,-2.8589,29.7879,3
10921,Mzimba,-11.9,33.6,1
10922,Mzuzu,-11.45,33.58333,0
10923,Mzuzu,-11.45,33.583333,0
10924,N Guigmi,14.24953,13.10921,1
10925,Nabeul,36.45606,10.73763,0
10926,Nabeul,36.45606,10.73763,0
10927,Nabeul,36.45606,10.73763,0
10928,Nabiapai,4.3823,28.57398,0
10929,Naciria,36.74625,3.83163,0
10930,Nadapal,4.475603195,34.22678632,5
10931,Nadhif,10.9045,24.92481,5
10932,Nadhif,10.9045,24.92481,9
10933,Nadiagou,11.16667,0.83333,0
10934,Nador,35.17404,-2.92866,0
10935,Nador,35.17404,-2.92866,0
10936,Nador,35.17404,-2.92866,0
10937,Nador,35.17404,-2.92866,0
10938,Nador,35.17404,-2.92866,0
10939,Nafza,37.019,9.05664,0
10940,Nag Hamadi,26.0514,32.2386,0
10941,Nagalama,0.51444,32.75528,0
10942,Nagero,6.48998,27.6801,0
10943,Nairobi,-1.28333,36.81667,0
10944,Nairobi,-1.28333,36.81667,0
10945,Nairobi,-1.28333,36.81667,0
10946,Nairobi,-1.28333,36.81667,0
10947,Nairobi,-1.28333,36.81667,0
10948,Nairobi,-1.28333,36.81667,0
10949,Nairobi,-1.28333,36.81667,0
10950,Nairobi,-1.28333,36.81667,0
10951,Nairobi,-1.28333,36.81667,0
10952,Nairobi,-1.28333,36.81667,0
10953,Nairobi,-1.28333,36.81667,0
10954,Nairobi,-1.28333,36.81667,0
10955,Nairobi,-1.28333,36.81667,0
10956,Nairobi,-1.28333,36.81667,0
10957,Nairobi,-1.28333,36.81667,0
10958,Nairobi,-1.28333,36.81667,0
10959,Nairobi,-1.28333,36.81667,0
10960,Nairobi,-1.28333,36.81667,0
10961,Nairobi,-1.28333,36.81667,0
10962,Nairobi,-1.28333,36.81667,0
10963,Nairobi,-1.28333,36.81667,0
10964,Nairobi,-1.28333,36.81667,0
10965,Nairobi,-1.28333,36.81667,0
10966,Nairobi,-1.28333,36.81667,0
10967,Nairobi,-1.28333,36.81667,0
10968,Nairobi,-1.28333,36.81667,0
10969,Nairobi,-1.28333,36.81667,0
10970,Nairobi,-1.28333,36.81667,0
10971,Nairobi,-1.28333,36.81667,0
10972,Nairobi,-1.28333,36.81667,0
10973,Nairobi,-1.28333,36.81667,0
10974,Nairobi,-1.28333,36.81667,0
10975,Nairobi,-1.28333,36.81667,0
10976,Nairobi,-1.28333,36.81667,0
10977,Nairobi,-1.28333,36.81667,0
10978,Nairobi,-1.28333,36.81667,0
10979,Nairobi,-1.28333,36.81667,0
10980,Nairobi,-1.28333,36.81667,0
10981,Nairobi,-1.28333,36.81667,0
10982,Nairobi,-1.28333,36.81667,0
10983,Nairobi,-1.28333,36.81667,1
10984,Nairobi,-1.28333,36.81667,1
10985,Nairobi,-1.28333,36.81667,2
10986,Nairobi,-1.28333,36.81667,17
10987,Nakalama,0.63194,33.50889,0
10988,Nakaseke,0.84204,32.25071,0
10989,Nakpanduri,10.63195,-0.18191,4
10990,Nakuru,-0.3,36.0833,0
10991,Nalut,31.86848,10.9812,0
10992,Nalut,31.86848,10.9812,0
10993,Nalut,31.86848,10.9812,0
10994,Namanga,-2.543114,36.791,0
10995,Namanve,0.3575,32.69417,0
10996,Namibe,-15.1961,12.1522,0
10997,Namibe,-15.1961,12.1522,0
10998,Namibe,-15.1961,12.1522,0
10999,Namoya,-4.016667,27.566667,0
11000,Namoya,-4.016667,27.566667,3
11001,Nampala,15.279714,-5.553358,10
11002,Nampula,-15.1197,39.2647,0
11003,Nampula,-15.1197,39.2647,1
11004,Nana-Bakassa,6.98689,17.28232,3
11005,Nancefield,-26.30395,27.91788,0
11006,Nancefield,-26.30395,27.91788,2
11007,Nango,4.55408,27.44052,0
11008,Nango,4.55408,27.44052,0
11009,Nanton,9.5518,-0.72971,0
11010,Nanton,9.5518,-0.72971,0
11011,Napopo,4.7,27.2,0
11012,Nara,15.16875,-7.28466,0
11013,Narok,-1.07829,35.86012,0
11014,Narok,-1.07829,35.86012,0
11015,Narok,-1.07829,35.86012,0
11016,Narok,-1.07829,35.86012,0
11017,Narok,-1.07829,35.86012,1
11018,Narok,-1.07829,35.86012,1
11019,Narus,4.58333,34.12828,0
11020,Narus,4.58333329,34.1282833,12
11021,Nasarawa,12.08854,8.40257,0
11022,Nasir,8.6,33.06667,0
11023,Nasr City,30.06667,31.3,1
11024,Nasr City,30.06667,31.3,3
11025,Nassarawa,8.529444,7.724167,0
11026,Nasser,8.62123,33.06643,0
11027,Nasser,8.62123,33.06643,0
11028,Nasser,8.62123,33.06643,0
11029,Nasser,8.62123,33.06643,0
11030,Nasser,8.62123,33.06643,0
11031,Nasser,8.62123,33.06643,0
11032,Nasser,8.62123,33.06643,0
11033,Nasser,8.62123,33.06643,40
11034,Nassoumbou,14.41589,-1.54864,0
11035,Nassoumbou,14.41589,-1.54864,0
11036,Nassoumbou,14.41589,-1.54864,0
11037,Nassoumbou,14.41589,-1.54864,0
11038,Nassoumbou,14.41589,-1.54864,0
11039,Nassoumbou,14.41589,-1.54864,0
11040,Nassoumbou,14.41589,-1.54864,1
11041,Nassoumbou,14.41589,-1.54864,4
11042,Nassoumbou,14.415894,-1.548635,0
11043,Nateete,0.29383,32.52854,0
11044,Naturena,-26.289942,27.957549,0
11045,Nazreth,8.55,39.26667,0
11046,Nazreth,8.55,39.26667,0
11047,Nazreth,8.55,39.26667,1
11048,Ndabakoro,11.26284,13.95958,2
11049,Ndabakoro,11.26284,13.95958,10
11050,Ndaragwa,-0.05587,36.52887,0
11051,Ndassima,6.13894,20.77787,5
11052,Ndassima,6.13894,20.77787,5
11053,Ndassima,6.13894,20.77787,5
11054,Ndassima,6.13894,20.77787,5
11055,Ndava,-3.375,29.7782,0
11056,Ndava,-3.375,29.7782,0
11057,Ndava,-3.375,29.7782,0
11058,Ndava,-3.375,29.7782,2
11059,Ndekesha,-6.483333,22.033333,1
11060,Ndele,8.412,20.648,0
11061,Ndiba-Bouassa,5.82563,14.94777,0
11062,Ndjamena,12.1085,15.0482,0
11063,Ndjamena,12.1085,15.0482,0
11064,Ndjamena,12.1085,15.0482,0
11065,Ndjamena,12.1085,15.0482,0
11066,NDjamena,12.1085,15.0482,0
11067,NDjamena,12.1085,15.0482,0
11068,NDjamena,12.1085,15.0482,0
11069,NDjamena,12.1085,15.0482,0
11070,Ndjoubissi,6.19723305,20.76159312,0
11071,Ndola,-12.9666,28.6333,0
11072,Ndop,5.98843,10.43859,0
11073,Ndop,5.98843,10.43859,1
11074,Ndop,5.98843,10.43859,1
11075,Ndop,5.98843,10.43859,2
11076,Ndora,-2.9175,29.3896,1
11077,Ndrame Escale,13.8,-16.16667,0
11078,Ndu,6.426317,10.79492,1
11079,Ndurumu,-3.2475,30.0279,1
11080,Necuto,-4.95,12.6166,3
11081,Nefta,33.873094,7.877652,0
11082,Nefta,33.873094,7.877652,0
11083,Nefta,33.873094,7.877652,0
11084,Negele,5.31667,39.58333,0
11085,Negele,5.31667,39.58333,0
11086,Negele,5.31667,39.58333,8
11087,Negele,5.31667,39.58333,9
11088,Negele,5.31667,39.58333,9
11089,Negrine,34.48593,7.51865,0
11090,Nejo,9.5,35.5,0
11091,Nekemt,9.0833,36.55,0
11092,Nekemt,9.0833,36.55,0
11093,Nekemt,9.0833,36.55,1
11094,Nekemt,9.0833,36.55,1
11095,Nekemt,9.0833,36.55,2
11096,Nekemt,9.0833,36.55,2
11097,Nelspruit,-25.46667,30.96667,0
11098,Nema Kunku,13.25,-15.88333,1
11099,Nembe,4.539402,6.400344,2
11100,Nepanepa,-2.69905,28.18738,0
11101,Nepanepa,-2.69905,28.18738,0
11102,Nertiti,12.9668,24.03358,0
11103,Nertiti,12.9668,24.03358,0
11104,Nertiti,12.9668,24.03358,0
11105,Nertiti,12.9668,24.03358,0
11106,Nertiti,12.9668,24.03358,0
11107,Nertiti,12.9668,24.03358,0
11108,Nertiti,12.9668,24.03358,1
11109,Nertiti,12.9668,24.03358,1
11110,Nertiti,12.9668,24.03358,1
11111,Nertiti,12.9668,24.03358,1
11112,Nertiti,12.9668,24.03358,6
11113,Nertiti,12.9668,24.03358,6
11114,Nertiti,12.9668,24.03358,9
11115,Nertiti,12.9668,24.03358,17
11116,Nesitu,4.560669987,32.49715091,3
11117,Neum,7.35,34.02,1
11118,Neum,7.35,34.02,1
11119,Neum,7.35,34.02,1
11120,New Amatu,4.87345,5.47602,0
11121,New Cairo City,30.04214,31.444455,2
11122,New Forest,-24.74512,31.11911,0
11123,New Halfa,15.326857,35.608088,0
11124,New Halfa,15.326857,35.608088,0
11125,New Kru Town,6.36667,-10.78333,0
11126,Newcastle,-27.755169,29.934579,0
11127,Newtown,-26.20212,28.03127,0
11128,Neyba,14.18805,-1.54339,1
11129,Ngaba,-4.38022,15.32254,0
11130,Ngagara,-3.3529,29.3704,0
11131,Ngagara,-3.3529,29.3704,0
11132,Ngagara,-3.3529,29.3704,0
11133,Ngagara,-3.3529,29.3704,1
11134,Ngagara,-3.3529,29.3704,1
11135,Ngaiwa,12.08333,14.06667,0
11136,Ngaiwa,12.08333,14.06667,3
11137,Ngakobo,5.33965,20.73085,1
11138,Ngala,12.12181,14.1917,0
11139,Ngala,12.12181,14.1917,4
11140,Ngala,12.12181,14.1917,7
11141,Ngala,12.337716,14.180516,8
11142,Ngalula,-4.416667,29.216667,0
11143,Nganza,-5.95024,22.36114,0
11144,Nganza,-5.95024,22.36114,0
11145,Nganza,-5.95024,22.36114,0
11146,Nganza,-5.95024,22.36114,0
11147,Nganza,-5.95024,22.36114,0
11148,Nganza,-5.95024,22.36114,0
11149,Nganza,-5.95024,22.36114,0
11150,Nganza,-5.95024,22.36114,2
11151,Nganza,-5.95024,22.36114,40
11152,Ngaoundaye,6.98581,15.25823,0
11153,Ngaoundaye,6.98581,15.25823,0
11154,Ngaoundaye,6.98581,15.25823,2
11155,Ngaoundaye,6.98581,15.25823,2
11156,Ngaoundaye,6.98581,15.25823,3
11157,Ngaoundaye,6.98581,15.25823,3
11158,Ngaoundaye,6.98581,15.25823,5
11159,Ngaoundaye,6.98581,15.25823,10
11160,Ngaoundere,7.31667,13.58333,0
11161,Ngara,-2.51222,30.65583,0
11162,Ngarama,-3.450226,30.267037,1
11163,Ngarua,0.3696,36.44898,0
11164,Ngarwa-Koura,13.379,12.75686,0
11165,Ngawa 1,6.317,21.33222,5
11166,Ngayane,-3.01081,30.14678,0
11167,Ngayane,-3.01081,30.14678,1
11168,Ngcobo,-32.58576,27.37258,0
11169,Ngcobo,-32.58576,27.37258,1
11170,Ngigo,12.11667,14.65,0
11171,Ngilima,4.366667,27.816667,0
11172,Ngilima,4.366667,27.816667,0
11173,Ngilima,4.366667,27.816667,0
11174,Ngingwe,-1,28.88333,0
11175,Nglea,14.01629,13.02517,7
11176,Ngolo,5.6864,15.28398,0
11177,Ngoma,-3.7767,30.0101,0
11178,Ngoma,-3.7767,30.0101,0
11179,Ngoma,-2.6777,29.2444,0
11180,Ngomante,-3.765,30.37,0
11181,Ngop,6.2666667,30.2,1
11182,Ngop,6.2666667,30.2,24
11183,Ngoribo_b,7.69304,27.9027,0
11184,Ngoshe,11.141644,13.774933,3
11185,Ngouala,4.50563,20.94062,15
11186,Ngouma,12.62404,14.31045,3
11187,Ngouyo,5.63155,25.28904,3
11188,Ngouyo,5.63155479,25.2890406,0
11189,Ngouyo,5.63155479,25.2890406,0
11190,Ngouyo,5.63155479,25.2890406,0
11191,Ngouyo,5.63155479,25.2890406,0
11192,Ngozi,-2.9075,29.8306,0
11193,Ngozi,-2.9075,29.8306,0
11194,Ngozi,-2.9075,29.8306,0
11195,Ngozi,-2.9075,29.8306,0
11196,Ngozi,-2.9075,29.8306,0
11197,Ngozi,-2.9075,29.8306,1
11198,Nguejia,-7.216667,22.316667,0
11199,Nguejia,-7.216667,22.316667,0
11200,Nguia-Bouar,5.21566,14.69399,6
11201,Nguigmi,14.24953,13.10921,0
11202,Ngurosoye,11.46667,13.76667,10
11203,Nhassacara,-17.59361,33.26667,0
11204,Nhialdiu,9.01957,29.68648,10
11205,Nhialdiu,9.01957,29.68648,25
11206,Niafounke,15.9322,-3.9906,0
11207,Niala,12.9461,-5.86003,0
11208,Niamey,13.52,2.12,0
11209,Niamey,13.52,2.12,0
11210,Niamey,13.52,2.12,0
11211,Niamey,13.52,2.12,0
11212,Niamey,13.52,2.12,0
11213,Niamey,13.52,2.12,0
11214,Niamey,13.52,2.12,0
11215,Niamey,13.52,2.12,0
11216,Niamey,13.52,2.12,0
11217,Niamey,13.52,2.12,0
11218,Niamey,13.52,2.12,0
11219,Niamey,13.52,2.12,1
11220,Niangoloko,10.28243,-4.91646,0
11221,Niangoloko,10.28243,-4.91646,0
11222,Niangoloko,10.28243,-4.91646,0
11223,Niem,6.198608,15.230062,22
11224,Niem,6.19951,15.22895,0
11225,Niem,6.19951,15.22895,3
11226,Niem,6.19951,15.22895,21
11227,Niem,6.19951,15.22895,21
11228,Niem,6.19951,15.22895,21
11229,Nimule,3.60188,32.08305,2
11230,Nimule,3.601883,32.083052,0
11231,Ninga,-3.1349,29.677,1
11232,Niono,14.2526,-5.993,1
11233,Niteaga,12.52222,25.21111,1
11234,Niteaga,12.52222,25.21111,2
11235,Njiru,-1.25083,36.92697,0
11236,Nkhata Bay,-11.6,34.3,0
11237,Nkonyovu,-3.3011,29.7095,0
11238,Nkonyovu,-3.3011,29.7095,0
11239,Nkonyovu,-3.3011,29.7095,0
11240,Nkoronko,-3.1713,30.1732,0
11241,Nkowankowa,-23.88782,30.28708,0
11242,Nkula,-7.32925,29.86972,1
11243,Nkula,-7.32925,29.86972,1
11244,Nkwelle,6.209497,6.838669,2
11245,Nkwelle,6.209497,6.838669,3
11246,Nkwelle,6.2095,6.83867,0
11247,Nmu Neke,5.332122,7.144652,0
11248,Nnewi,6.019864,6.914775,0
11249,Nnewi,6.019864,6.914775,0
11250,Nongo,9.6167,-13.6333,0
11251,North Gem,0.1,34.48333,0
11252,Norton,-17.88333,30.7,0
11253,Nouadhibou,20.90024,-17.03361,0
11254,Nouakchott,18.1194,-16.0406,0
11255,Nouakchott,18.1194,-16.0406,0
11256,Nouakchott,18.1194,-16.0406,0
11257,Nouakchott,18.1194,-16.0406,0
11258,Nouakchott,18.1194,-16.0406,0
11259,Nouakchott,18.1194,-16.0406,0
11260,Nouakchott,18.1194,-16.0406,0
11261,Nouakchott,18.1194,-16.0406,0
11262,Nouakchott,18.1194,-16.0406,0
11263,Nouakchott,18.1194,-16.0406,0
11264,Nouakchott,18.1194,-16.0406,0
11265,Nouakchott,18.1194,-16.0406,0
11266,Nouakchott,18.1194,-16.0406,0
11267,Nouakchott,18.1194,-16.0406,0
11268,Nouakchott,18.1194,-16.0406,0
11269,Nouakchott,18.1194,-16.0406,0
11270,Nouakchott,18.1194,-16.0406,0
11271,Nouakchott,18.1194,-16.0406,0
11272,Nouakchott,18.1194,-16.0406,0
11273,Nouakchott,18.1194,-16.0406,0
11274,Nouakchott,18.1194,-16.0406,0
11275,Nouakchott,18.1194,-16.0406,0
11276,Nouakchott,18.1194,-16.0406,0
11277,Nouakchott,18.1194,-16.0406,0
11278,Nouakchott,18.1194,-16.0406,0
11279,Nouakchott,18.1194,-16.0406,0
11280,Nouakchott,18.1194,-16.0406,0
11281,Nouakchott,18.1194,-16.0406,0
11282,Nouakchott,18.1194,-16.0406,0
11283,Nouakchott,18.1194,-16.0406,0
11284,Nouakchott,18.1194,-16.0406,0
11285,Nouakchott,18.1194,-16.0406,0
11286,Nouakchott,18.1194,-16.0406,0
11287,Nouakchott,18.1194,-16.0406,0
11288,Nouakchott,18.1194,-16.0406,0
11289,Nouakchott,18.1194,-16.0406,0
11290,Nouakchott,18.1194,-16.0406,0
11291,Nouakchott,18.1194,-16.0406,0
11292,Nouakchott,18.1194,-16.0406,0
11293,Nouakchott,18.1194,-16.0406,0
11294,Nouakchott,18.1194,-16.0406,0
11295,Nouakchott,18.1194,-16.0406,0
11296,Nouakchott,18.1194,-16.0406,0
11297,Noufou,4.61532,14.76332,0
11298,Nouna,12.73839,-3.86774,0
11299,Nouna,12.73839,-3.86774,0
11300,Nquthu,-28.219076,30.673936,0
11301,Nsanje,-16.9167,35.2667,0
11302,Nsanje,-16.9167,35.2667,0
11303,Nsanje,-16.9167,35.2667,1
11304,Nsanje,-16.9167,35.2667,1
11305,Ntahangwa,-3.3719,29.3384,0
11306,Ntahangwa,-3.3719,29.3384,0
11307,Ntahangwa,-3.3719,29.3384,0
11308,Ntahangwa,-3.3719,29.3384,1
11309,Ntamugenga,-1.259763,29.432706,3
11310,Ntamugenga,-1.25976,29.43271,0
11311,Ntcheu,-14.8167,34.6333,0
11312,Ntcheu,-14.8167,34.6333,0
11313,Ntcheu,-14.8167,34.6333,0
11314,Ntcheu,-14.8167,34.6333,0
11315,Ntcheu,-14.8167,34.6333,1
11316,Ntega,-2.6075,29.9917,0
11317,Ntega,-2.6075,29.9917,0
11318,Ntega,-2.6075,29.9917,0
11319,Ntega,-2.6075,29.9917,0
11320,Ntinda,0.3475,32.63,0
11321,Ntobwe,-3.4383,29.9058,0
11322,Ntondo,-2.7667,28.6,0
11323,Ntunda,-2.9904,30.138,0
11324,Ntungamo,-0.8666,30.2666,0
11325,Nundu,-3.8166,29.0833,0
11326,Nundu,-3.8166,29.0833,0
11327,Nure Musa,8.59288,41.077,1
11328,Nus Dariiq,3.28295,41.50854,5
11329,Nus Dariiq,3.28295,41.50854,5
11330,Nuur Fanaax,4.40155,45.38944,0
11331,Nuur Fanaax,4.40155,45.38944,2
11332,Nyabibuye,-3.128,29.7596,0
11333,Nyabibuye,-3.128,29.7596,1
11334,Nyabikere,-3.2664,30.1125,0
11335,Nyabikere,-3.2664,30.1125,0
11336,Nyabiondo,-1.275616,28.740891,0
11337,Nyabiraba,-3.5623,29.8944,0
11338,Nyabiraba,-3.5623,29.8944,0
11339,Nyabitare,-3.4585,30.4981,1
11340,Nyabitsinda,-3.562,30.2788,0
11341,Nyabitsinda,-3.562,30.2788,0
11342,Nyabitsinda,-3.562,30.2788,0
11343,Nyabitsinda,-3.562,30.2788,0
11344,Nyabitsinda,-3.562,30.2788,0
11345,Nyabitsinda,-3.562,30.2788,0
11346,Nyabitsinda,-3.562,30.2788,0
11347,Nyabitsinda,-3.562,30.2788,0
11348,Nyabiyogi,-3.1718,29.7728,0
11349,Nyagisozi,-2.4782,30.2875,0
11350,Nyagitika,-3.5124,30.2761,0
11351,Nyakabere,-3.045,29.14306,0
11352,Nyakakoma,-0.56909,29.60362,0
11353,Nyakakoma,-0.56909,29.60362,0
11354,Nyakibanda,-2.7753,29.1803,1
11355,Nyakunde,1.20511,30.12492,0
11356,Nyal,7.72583,30.248,0
11357,Nyala,12.05557,24.89058,0
11358,Nyala,12.05557,24.89058,0
11359,Nyala,12.05557,24.89058,0
11360,Nyala,12.05557,24.89058,0
11361,Nyala,12.05557,24.89058,0
11362,Nyala,12.05557,24.89058,1
11363,Nyala,12.05557,24.89058,1
11364,Nyala,12.05557,24.89058,1
11365,Nyala,12.055573,24.890583,0
11366,Nyala,12.055573,24.890583,0
11367,Nyala,12.055573,24.890583,0
11368,Nyala,12.055573,24.890583,0
11369,Nyala,12.055573,24.890583,0
11370,Nyala,12.055573,24.890583,0
11371,Nyala,12.055573,24.890583,1
11372,Nyala,12.055573,24.890583,1
11373,Nyala,12.055573,24.890583,12
11374,Nyalenda,-0.15,34.75,0
11375,Nyalenda,-0.15,34.75,0
11376,Nyalenda,-0.15,34.75,0
11377,Nyama,12.741333,24.155278,3
11378,Nyamakate,-16.404033,29.436758,0
11379,Nyamarambe,-0.793944,34.642417,0
11380,Nyamarambe,-0.793944,34.642417,1
11381,Nyamasaria,-0.11606,34.78375,0
11382,Nyamata,-2.14395,30.09802,1
11383,Nyamilima,-0.87947,29.56779,1
11384,Nyamilima,-0.879468,29.567791,0
11385,Nyamilima,-0.879468,29.567791,2
11386,Nyamilima,-0.879468,29.567791,8
11387,Nyamira,-0.5666,34.9167,0
11388,Nyamira,-0.5666,34.9167,0
11389,Nyamira,-0.5666,34.9167,2
11390,Nyamitwenzi,-3.32122,29.70175,0
11391,Nyamlell,9.131692844,26.97669286,0
11392,Nyamugari,-3.02519,29.89795,1
11393,Nyamutiri,-2.9333,29,1
11394,Nyandarua,-0.55,36.6167,0
11395,Nyandarua,-0.55,36.6167,0
11396,Nyandarua,-0.55,36.6167,1
11397,Nyandarua,-0.55,36.6167,1
11398,Nyando,-0.7166,35.0333,0
11399,Nyanga,-33.98747,18.58546,0
11400,Nyanga,-18.2166,32.75,0
11401,Nyange,-2.686492,28.879975,0
11402,Nyankara,-4.1853,29.8272,1
11403,Nyanza,-1.06667,34.46667,0
11404,Nyanza,-1.06667,34.46667,0
11405,Nyanza,-1.06667,34.46667,0
11406,Nyanza,-1.06667,34.46667,0
11407,Nyanza-Lac,-4.3468,29.6034,0
11408,Nyanza-Lac,-4.3468,29.6034,0
11409,Nyanza-Lac,-4.3468,29.6034,1
11410,Nyanzale,-0.77486,29.1251,0
11411,Nyanzale,-0.77486,29.1251,1
11412,Nyarubogonga,-3.3578,29.8369,0
11413,Nyarubogonga,-3.3578,29.8369,0
11414,Nyarunazi,-3.2937,29.7693,0
11415,Nyarunazi,-3.2937,29.7693,0
11416,Nyavyamo,-3.9156,29.6939,1
11417,Nyempundu,-2.62543,29.11442,1
11418,Nyeri,-0.41667,36.95,0
11419,Nyeri,-0.41667,36.95,0
11420,Nyeri,-0.41667,36.95,0
11421,Nyeri,-0.41667,36.95,1
11422,Nyibango,10.81667,13.6,0
11423,Nyigir,9.82778,31.98444,0
11424,Nyigir,9.82778,31.98444,1
11425,Nyika Growth Point,-20.00463,31.58126,0
11426,Nyiminiama,15.14808,-3.34333,0
11427,Nyin Akok,7.92,28.04,3
11428,Nyiragongo,-1.52189,29.24958,1
11429,Nyori,3.94013,30.42133,5
11430,Nyunzu,-5.95854,28.01072,0
11431,Nzako,4.66667,22.75,0
11432,Nzako,4.66667,22.75,0
11433,Nzako,4.66667,22.75,0
11434,Nzako,4.66667,22.75,0
11435,Nzako,4.66667,22.75,0
11436,Nzako,4.66667,22.75,10
11437,Nzako,4.66667,22.75,10
11438,Nzako,4.66667,22.75,10
11439,Nzako,6.137611,22.864256,3
11440,Nzako,6.137611,22.864256,4
11441,Nzako,6.137611,22.864256,10
11442,Oba,6.066673,6.840259,0
11443,Obangedde,7.828,7.8141,0
11444,Obangedde,7.828,7.8141,1
11445,Obangedde,7.828,7.8141,1
11446,Obangedde,7.828,7.8141,6
11447,Obbo,4.05455,32.39636,0
11448,Obbo,4.05455,32.39636,6
11449,Oben,5.99369,5.8995,1
11450,Obia,4.839344,7.041239,0
11451,Obiaruku Quarters,5.846712,6.152566,2
11452,Obiaruku Quarters,5.846712,6.152566,3
11453,Obigbo,4.87545,7.14882,0
11454,Obigbo,4.87545,7.14882,0
11455,Obigbo,4.87545,7.14882,1
11456,Obo,5.40385,26.49464,0
11457,Obo,5.40385,26.49464,0
11458,Obo,5.403851,26.494639,0
11459,Obo,5.403851,26.494639,0
11460,Obo,5.403851,26.494639,0
11461,Obo,5.403851,26.494639,0
11462,Obo,5.403851,26.494639,0
11463,Obo,5.403851,26.494639,0
11464,Obo,5.403851,26.494639,5
11465,Obolo,5.64395,7.20646,0
11466,Obubra,6.075254,8.329038,1
11467,Obubra,6.075254,8.329038,1
11468,Obudu,6.66737,9.17157,0
11469,Ocean View,-34.14861,18.35365,0
11470,Ocean View,-34.14861,18.35365,0
11471,Ocean View,-32.88333,28.06667,0
